1,602040008,62745,Publicidad Convencional,A1 ,Publicidad Exterior /Autobuses,Publicidad en autobuses 
2,602040008,62745,Publicidad Convencional,A2,Espacio publicitario,Pub.Ext. barda  esc. barandal 
3,602040008,62745,Publicidad Convencional,A3,Espacio publicitario,Vallas fijas
4,602040008,62745,Publicidad Convencional,A4,Herramientas MKT,Impr. poster  estatico  cenefa
5,602040008,62745,Publicidad Convencional,A5,Herramientas MKT,Esquelas
6,602040007,62716,Publicidad Convencional,B1,Adwords Google,AdWords Google y Display 
7,602040007,62716,Publicidad Convencional,B2,Apoyo a mkt ,Banners Electronicos
8,602040007,62716,Publicidad Convencional,B3,Apoyo a mkt ,Formacion/dno. boletin mensual
9,602040007,62716,Publicidad Convencional,B4,Apoyo a mkt ,Iguala men./red.de bol. noved.
10,602040007,62716,Publicidad Convencional,B5,Apoyo a mkt ,Red.  dno.  formacion de bol.
11,602040007,62716,Publicidad Convencional,B6,Apoyo a mkt ,Correc. Ortotipografica/estilo
12,602040007,62716,Publicidad Convencional,B7,Apoyo a mkt ,Servicio diseno externo
13,602040007,62716,Publicidad Convencional,B8,Apoyo a mkt ,Internet para streamings
14,602040007,62716,Publicidad Convencional,B9,Apoyo a mkt ,Herramienta pagina Web
15,602040007,62716,Publicidad Convencional,B10,Apoyo a mkt ,Paquete datos navegacion internet
16,602040007,62716,Publicidad Convencional,B11,Apoyo a mkt ,Conferencia ZOOM Live
17,602040007,62716,Publicidad Convencional,B12,Apoyo a mkt ,Activacion de giveaway
18,602040007,62716,Publicidad Convencional,B13,Apoyo a mkt ,Regalo dinamica RRSS
19,602040007,62716,Publicidad Convencional,B14,Creacion de contenidos ,Regalos viaja con booket
20,602040007,62716,Publicidad Convencional,B15,Creacion de contenidos ,Adaptacion/diseno de material
21,602040007,62716,Publicidad Convencional,B16,Creacion de contenidos ,Campanas de com. y publicidad
22,602040007,62716,Publicidad Convencional,B17,Creacion de contenidos ,Diseno de material visual
23,602040007,62716,Publicidad Convencional,B18,Gestion de RRSS,Imp.  dno  gestion y creatividad campanas RRSS
24,602040007,62716,Publicidad Convencional,B19,Gestion de RRSS,Hono. gestion redes sociales 
25,602040007,62716,Publicidad Convencional,B20,Gestion de RRSS,Des./prod.contenido WEB RRSS
26,602040007,62716,Publicidad Convencional,B21,Gestion de RRSS,Creacion gestion cont. RRSS
27,602040007,62716,Publicidad Convencional,B22,Gestion de RRSS,Contenidos Tik Tok
28,602040007,62716,Publicidad Convencional,B23,Pautas RRSS,Pautas Facebook
29,602040007,62716,Publicidad Convencional,B24,Pautas RRSS,Pub. Amazon/Pautas Amazon 
30,602040007,62716,Publicidad Convencional,B25,Pautas RRSS,Pautas Twitter
31,602040007,62716,Publicidad Convencional,B26,Pautas RRSS,Pautas Tik Tok
32,602040007,62716,Publicidad Convencional,B27,Pautas RRSS,Pub. en Google pautas Google
33,602040007,62716,Publicidad Convencional,B28,Pautas RRSS,Pautas Spotify
34,602040007,62716,Publicidad Convencional,B29,Creacion de contenidos ,Sucede Leyendo
35,602040007,62716,Publicidad Convencional,B30,Saben las palabras,Saben las palabras
36,602040001,62704,Publicidad Convencional,C1,Radio,Programa radiofonico
37,602040001,62704,Publicidad Convencional,C2,Radio,Campanas de spots publicitarios
38,602040001,62704,Publicidad Convencional,C3,Radio,Menciones comerciales en radio
39,602040003,62703,Publicidad Convencional,D1,Campana Publicitaria,Pauta revista Lee+
40,602040003,62703,Publicidad Convencional,D2,Campana Publicitaria,Pago licencia Meltwater prensa
41,602040003,62703,Publicidad Convencional,D3,Campana Publicitaria,Campana Publicitaria
42,602040014,62701,Publicidad Convencional,E1,Campana Publicitaria,Campanas Disney
43,602040015,62701,Publicidad Convencional,E2,Campana Publicitaria,Campanas STAR WARS
44,602040019,62706,Publicidad promocion,F1,Muestras,Muestras  Salidas-Entradas 
45,602050103,62719,Publicidad promocion,G1,Novedades 1er sem y 2 sem,Novedades 1er sem y 2 sem
46,602050103,62719,Publicidad promocion,G2,Novedades 1er sem y 2 sem,Hosp vuelo con. pres. novedad 
47,602050006,62722,Total Publicidad catalogos y folletos,H1,Material POP,Termos y vasos
48,602050006,62722,Total Publicidad catalogos y folletos,H2,Material POP,Playeras
49,602050006,62722,Total Publicidad catalogos y folletos,H3,Material POP,Impresiones sobre carton
50,602050006,62722,Total Publicidad catalogos y folletos,H4,Material POP,Exhibidores mesa y piso
51,602050006,62722,Total Publicidad catalogos y folletos,H5,Material POP,Impresiones digitales
52,602050006,62722,Total Publicidad catalogos y folletos,H6,Material POP,Vinil autoadhesivo
53,602050006,62722,Total Publicidad catalogos y folletos,H7,Material POP,Mochilas 
54,602050006,62722,Total Publicidad catalogos y folletos,H8,Material POP,Microperforado
55,602050006,62722,Total Publicidad catalogos y folletos,H9,Material POP,Electrostatico
56,602050006,62722,Total Publicidad catalogos y folletos,H10,Material POP,Lonas
57,602050006,62722,Total Publicidad catalogos y folletos,H11,Material POP,Impresiones Offset
58,602050006,62722,Total Publicidad catalogos y folletos,H12,Material POP,Portadores de acrilico
59,602050006,62722,Total Publicidad catalogos y folletos,H13,Material POP,Impresiones en tela
60,602050006,62722,Total Publicidad catalogos y folletos,H14,Material POP,Caja de luz backlit
61,602050006,62722,Total Publicidad catalogos y folletos,H15,Material POP,Displays
62,602050006,62722,Total Publicidad catalogos y folletos,H16,Material POP,Foto botones
63,602050006,62722,Total Publicidad catalogos y folletos,H17,Material POP,Tarjetas de pres.  invitacion
64,602050006,62722,Total Publicidad catalogos y folletos,H18,Material POP,Bolsas creemos en los libros
65,602050006,62722,Total Publicidad catalogos y folletos,H19,Material POP,Lapices
66,602050006,62722,Total Publicidad catalogos y folletos,H20,Material POP,Estuche promocional
67,602050006,62722,Total Publicidad catalogos y folletos,H21,Material POP,Danglers
68,602050006,62722,Total Publicidad catalogos y folletos,H22,Material POP,Monos
